Timestamp,ActivityID,ActivityState,ObjectState,ActivityLabel,object
1970-01-01 01:20:00.000000,d2d22202-d76b-4140-a2a3-6be7b288c77b,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:22:00.000000,d2d22202-d76b-4140-a2a3-6be7b288c77b,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:22:00.000000,225969b2-1745-4d75-a9c3-76000b097450,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:26:00.000000,225969b2-1745-4d75-a9c3-76000b097450,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:26:00.000000,a928b73d-cad2-4919-ab26-d21347734df8,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:28:00.000000,a928b73d-cad2-4919-ab26-d21347734df8,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:28:00.000000,b86be5d3-b785-4d52-9a9b-d67f5e8bc501,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:32:00.000000,b86be5d3-b785-4d52-9a9b-d67f5e8bc501,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:32:00.000000,e6f088de-96d4-49d3-8b39-03a72e72650f,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:34:00.000000,e6f088de-96d4-49d3-8b39-03a72e72650f,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:34:00.000000,efea8537-1016-4dfc-9d60-2014454d025b,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
